Company Name,Ticker,Industry,Business Model 1,Business Model 2,Business Model 3,Company Power #1,Company Power #2,Company Power #3,Mechanism #1,Mechanism #2,Mechanism #3
Siemens AG,SIE_DE,HVAC: Components & Controls,Mission-Critical Products & Services,OEMs w/ Installed Base,B2B Software,Scale,Switching Costs,Brand,Scale: Purchasing Clout,Switching Costs: Retraining Time,Brand: Trust Halo
Siemens Energy,ENR_DE,Heavy Equipment: Components,Mission-Critical Products & Services,OEMs w/ Installed Base,Physical Infra & Networks,Scale,Switching Costs,Process Power,Scale: Purchasing Clout,Switching Costs: Contractual Lock-In,Process Power: Proprietary Routines
Siemens Healthineers AG,SHL_DE,Imaging Equipment,Mission-Critical Products & Services,OEMs w/ Installed Base,B2B Software,Switching Costs,Scale,Brand,Switching Costs: Retraining Time,Scale: Purchasing Clout,Brand: Trust Halo
Sight Sciences Inc.,SGHT_US,Glaucoma Surgery,Mission-Critical Products & Services,Unique IP & Brands,OEMs w/ Installed Base,Cornered Resource,Switching Costs,Scale,Cornered Resource: Exclusive Ip,Switching Costs: Retraining Time,Scale: Learning-Curve Effects
Sika AG/ADR,SIKA_CH,Construction Adhesives,Mission-Critical Products & Services,Unique IP & Brands,Serial Acquirer,Scale,Brand,Switching Costs,Scale: Purchasing Clout,Brand: Trust Halo,Switching Costs: Retraining Time
Silgan Holdings Inc.,SLGN_US,Metal Containers,Low Cost Operators,Mission-Critical Products & Services,OEMs w/ Installed Base,Scale,Switching Costs,Process Power,Scale: Purchasing Clout,Switching Costs: Contractual Lock-In,Process Power: Proprietary Routines
Silicon Laboratories Inc.,SLAB_US,Fabless Design,Mission-Critical Products & Services,Unique IP & Brands,OEMs w/ Installed Base,Switching Costs,Cornered Resource,Scale,Switching Costs: Retraining Time,Cornered Resource: Exclusive Ip,Scale: Learning-Curve Effects
Similarweb Ltd.,SMWB_US,Enterprise Software: Analytics,B2B Software,Mission-Critical Products & Services,,Scale,Network Effects,Switching Costs,Scale: Learning-Curve Effects,Network Effects: Data Network Effects,Switching Costs: Data-Portability Frictions
Simpson Manufacturing Company Inc.,SSD_US,Building Products Manufacturers,Mission-Critical Products & Services,Unique IP & Brands,Low Cost Operators,Scale,Brand,Process Power,Scale: Purchasing Clout,Brand: Trust Halo,Process Power: Proprietary Routines
Simulations Plus Inc.,SLP_US,Clinical Simulation,B2B Software,Mission-Critical Products & Services,Unique IP & Brands,Switching Costs,Cornered Resource,Scale,Switching Costs: Data-Portability Frictions,Cornered Resource: Exclusive Ip,Scale: Learning-Curve Effects
Sinclair Inc.,SBGI_US,TV Stations,Physical Infra & Networks,Serial Acquirer,Low Cost Operators,Cornered Resource,Scale,Process Power,Cornered Resource: Scarce Natural Asset,Scale: Purchasing Clout,Process Power: Proprietary Routines
Singapore Technologies Engineering Ltd,STE_SG,Defense Systems,Mission-Critical Products & Services,OEMs w/ Installed Base,Serial Acquirer,Switching Costs,Scale,Cornered Resource,Switching Costs: Contractual Lock-In,Scale: Purchasing Clout,Cornered Resource: Exclusive Ip
SiteOne Landscape Supply Inc.,SITE_US,Building Products Distribution: Landscaping Supplies,B2B Middlemen,Serial Acquirer,Low Cost Operators,Scale,Network Effects,Process Power,Scale: Purchasing Clout,Network Effects: Same-Side,Process Power: Proprietary Routines
Six Flags Entertainment Corporation New,FUN_US,Theme Parks,Unique IP & Brands,Physical Infra & Networks,Low Cost Operators,Brand,Cornered Resource,Scale,Brand: Emotional Resonance,Cornered Resource: Scarce Natural Asset,Scale: Area/Volume Relationships
SK Hynix,000660_KR,Semiconductors: IDM,Mission-Critical Products & Services,Low Cost Operators,OEMs w/ Installed Base,Scale,Process Power,Cornered Resource,Scale: Area/Volume Relationships,Process Power: Proprietary Routines,Cornered Resource: Exclusive Ip
Skechers U.S.A. Inc.,SKX_US,Lifestyle Footwear,Low Cost Operators,Unique IP & Brands,Vertically Integrated Retailer,Scale,Brand,Process Power,Scale: Purchasing Clout,Brand: Emotional Resonance,Process Power: Proprietary Routines
Skyworks Solutions Inc.,SWKS_US,Semiconductors: IDM,Mission-Critical Products & Services,Unique IP & Brands,OEMs w/ Installed Base,Scale,Cornered Resource,Switching Costs,Scale: Learning-Curve Effects,Cornered Resource: Exclusive Ip,Switching Costs: Retraining Time
Sleep Number Corporation,SNBR_US,Home Furnishings Retail,Vertically Integrated Retailer,Unique IP & Brands,,Brand,Switching Costs,Process Power,Brand: Trust Halo,Switching Costs: Data-Portability Frictions,Process Power: Proprietary Routines
Sma Solar Technology,XTRA:S92,String Inverters,OEMs w/ Installed Base,Mission-Critical Products & Services,Low Cost Operators,Scale,Brand,Process Power,Scale: Purchasing Clout,Brand: Trust Halo,Process Power: Proprietary Routines
SMC Corp/Japan,6273_JP,Electrical Components: Controls,Mission-Critical Products & Services,OEMs w/ Installed Base,Unique IP & Brands,Scale,Switching Costs,Process Power,Scale: Purchasing Clout,Switching Costs: Retraining Time,Process Power: Proprietary Routines
Smith & Nephew SNATS Inc.,SN_GB,Wound Care,Mission-Critical Products & Services,Unique IP & Brands,Serial Acquirer,Brand,Scale,Switching Costs,Brand: Trust Halo,Scale: Purchasing Clout,Switching Costs: Retraining Time
Smith & Wesson Brands Inc.,SWBI_US,Firearms,Unique IP & Brands,Mission-Critical Products & Services,OEMs w/ Installed Base,Brand,Cornered Resource,Scale,Brand: Trust Halo,Cornered Resource: Exclusive Ip,Scale: Purchasing Clout
Smith Douglas Homes Corp.,SDHC_US,Residential Construction,Low Cost Operators,Vertically Integrated Retailer,,Scale,Process Power,Brand,Scale: Purchasing Clout,Process Power: Proprietary Routines,Brand: Trust Halo
Snap Inc.,SNAP_US,Social Media,Marketplaces & Platforms,Unique IP & Brands,,Network Effects,Brand,Scale,Network Effects: Same-Side,Brand: Emotional Resonance,Scale: Learning-Curve Effects
Snap Inc.,SNAP_US,Social Media Platform,Marketplaces & Platforms,Unique IP & Brands,,Network Effects,Brand,Scale,Network Effects: Same-Side,Brand: Emotional Resonance,Scale: Learning-Curve Effects
Snowflake Inc.,SNOW_US,Enterprise Software: Analytics,B2B Software,Mission-Critical Products & Services,Marketplaces & Platforms,Switching Costs,Scale,Network Effects,Switching Costs: Data-Portability Frictions,Scale: Learning-Curve Effects,Network Effects: Data Network Effects
Sociedad Quimica y Minera S.A.,SQM_US,Lithium Production,Low Cost Operators,Mission-Critical Products & Services,Physical Infra & Networks,Cornered Resource,Scale,Process Power,Cornered Resource: Scarce Natural Asset,Scale: Area/Volume Relationships,Process Power: Proprietary Routines
SoftBank Corp,9434_JP,Wireless Carrier,Physical Infra & Networks,Mission-Critical Products & Services,Serial Acquirer,Scale,Switching Costs,Cornered Resource,Scale: Area/Volume Relationships,Switching Costs: Contractual Lock-In,Cornered Resource: Scarce Natural Asset
SolarEdge Technologies Inc.,NASDAQGS:SEDG,Power Optimizers,Mission-Critical Products & Services,Unique IP & Brands,OEMs w/ Installed Base,Switching Costs,Cornered Resource,Scale,Switching Costs: Data-Portability Frictions,Cornered Resource: Exclusive Ip,Scale: Learning-Curve Effects
Solvay SA,SOLB_BE,Specialty Chemicals,Mission-Critical Products & Services,Unique IP & Brands,Serial Acquirer,Scale,Cornered Resource,Process Power,Scale: Purchasing Clout,Cornered Resource: Exclusive Ip,Process Power: Proprietary Routines
Solventum,SOLV_US,Wound Care,Mission-Critical Products & Services,Unique IP & Brands,OEMs w/ Installed Base,Switching Costs,Cornered Resource,Scale,Switching Costs: Retraining Time,Cornered Resource: Exclusive Ip,Scale: Purchasing Clout
Somnigroup International Inc.,SGI_US,Home Furnishings,Vertically Integrated Retailer,Low Cost Operators,Unique IP & Brands,Scale,Brand,Process Power,Scale: Purchasing Clout,Brand: Trust Halo,Process Power: Proprietary Routines
Sonder Holdings Inc.,SOND_US,Flexible Stays,Marketplaces & Platforms,Vertically Integrated Retailer,B2B Software,Network Effects,Scale,Process Power,Network Effects: Cross-Side,Scale: Area/Volume Relationships,Process Power: Proprietary Routines
Sonic Automotive Inc.,SAH_US,Traditional Auto Dealer,Vertically Integrated Retailer,Serial Acquirer,Mission-Critical Products & Services,Scale,Cornered Resource,Process Power,Scale: Purchasing Clout,Cornered Resource: Scarce Natural Asset,Process Power: Proprietary Routines
Sonic Healthcare Ltd,SHL_AU,Clinical Laboratory,Mission-Critical Products & Services,Serial Acquirer,Low Cost Operators,Scale,Switching Costs,Process Power,Scale: Purchasing Clout,Switching Costs: Contractual Lock-In,Process Power: Proprietary Routines
Sonoco Products Company,SON_US,Industrial Packaging,Low Cost Operators,Mission-Critical Products & Services,Serial Acquirer,Scale,Process Power,Switching Costs,Scale: Purchasing Clout,Process Power: Proprietary Routines,Switching Costs: Contractual Lock-In
Sonova Holding AG,SOON_CH,Hearing Aids,Mission-Critical Products & Services,Unique IP & Brands,OEMs w/ Installed Base,Scale,Brand,Switching Costs,Scale: Learning-Curve Effects,Brand: Trust Halo,Switching Costs: Retraining Time
Sopra Steria,SOP_FR,IT Services,B2B Software,Mission-Critical Products & Services,Serial Acquirer,Scale,Switching Costs,Process Power,Scale: Learning-Curve Effects,Switching Costs: Contractual Lock-In,Process Power: Proprietary Routines
Source Energy Services,SHLE_CA,Frac Sand,Low Cost Operators,Physical Infra & Networks,Mission-Critical Products & Services,Cornered Resource,Scale,Process Power,Cornered Resource: Scarce Natural Asset,Scale: Area/Volume Relationships,Process Power: Proprietary Routines
Southwest Airlines Co.,LUV_US,Low-Cost Carrier,Low Cost Operators,Physical Infra & Networks,,Scale,Process Power,Counter-Positioning,Scale: Purchasing Clout,Process Power: Proprietary Routines,Counter-Positioning: Entrant Model Incumbents Can't Mimic Without Self-Harm
Southwest Airlines Company,LUV_US,Low-Cost Carrier,Low Cost Operators,Physical Infra & Networks,,Scale,Process Power,Counter-Positioning,Scale: Purchasing Clout,Process Power: Proprietary Routines,Counter-Positioning: Entrant Model Incumbents Can't Mimic Without Self-Harm
Spark New Zealand Ltd,SPK_NZ,New Zealand Telecom,Physical Infra & Networks,Mission-Critical Products & Services,B2B Software,Scale,Switching Costs,Network Effects,Scale: Area/Volume Relationships,Switching Costs: Contractual Lock-In,Network Effects: Same-Side
Spectral Medical,EDT_CA,Sepsis Diagnostics,Mission-Critical Products & Services,Unique IP & Brands,B2B Software,Cornered Resource,Switching Costs,Scale,Cornered Resource: Exclusive Ip,Switching Costs: Retraining Time,Scale: Learning-Curve Effects
Spectrum Brands Holdings Inc.,SPB_US,Consumer Products,Unique IP & Brands,Serial Acquirer,Low Cost Operators,Brand,Scale,Process Power,Brand: Trust Halo,Scale: Purchasing Clout,Process Power: Proprietary Routines
Sphere Entertainment Co.,SPHR_US,Live Entertainment,Physical Infra & Networks,Unique IP & Brands,Mission-Critical Products & Services,Cornered Resource,Brand,Scale,Cornered Resource: Scarce Natural Asset,Brand: Emotional Resonance,Scale: Area/Volume Relationships
Spin Master Corp.,TOY_CA,Innovative Toys,Unique IP & Brands,Serial Acquirer,OEMs w/ Installed Base,Brand,Scale,Cornered Resource,Brand: Emotional Resonance,Scale: Purchasing Clout,Cornered Resource: Exclusive Ip
Spirit Aerosystems Holdings Inc.,SPR_US,Aerostructures,Mission-Critical Products & Services,OEMs w/ Installed Base,Low Cost Operators,Switching Costs,Scale,Process Power,Switching Costs: Contractual Lock-In,Scale: Purchasing Clout,Process Power: Proprietary Routines
Sportradar Group AG,SRAD_US,Gaming Software and Data,B2B Software,Mission-Critical Products & Services,Unique IP & Brands,Switching Costs,Scale,Cornered Resource,Switching Costs: Data-Portability Frictions,Scale: Learning-Curve Effects,Cornered Resource: Exclusive Ip
Sportsman's Warehouse Holdings Inc.,SPWH_US,Diversified Outdoor Equipment & Gear,Vertically Integrated Retailer,Low Cost Operators,,Scale,Brand,Process Power,Scale: Purchasing Clout,Brand: Trust Halo,Process Power: Proprietary Routines
Spotify Technology S.A.,SPOT_US,Music Streaming,Marketplaces & Platforms,Unique IP & Brands,,Network Effects,Scale,Switching Costs,Network Effects: Cross-Side,Scale: Purchasing Clout,Switching Costs: Data-Portability Frictions
Sprinklr Inc.,CXM_US,Enterprise Software: CRM,B2B Software,Mission-Critical Products & Services,,Switching Costs,Scale,Network Effects,Switching Costs: Data-Portability Frictions,Scale: Learning-Curve Effects,Network Effects: Data Network Effects
Sprout Social Inc,SPT_US,Content Distribution Software-Enabled Services,B2B Software,Mission-Critical Products & Services,,Switching Costs,Scale,Network Effects,Switching Costs: Data-Portability Frictions,Scale: Learning-Curve Effects,Network Effects: Data Network Effects
Sprouts Farmers Market Inc.,SFM_US,Supermarkets,Vertically Integrated Retailer,Low Cost Operators,,Scale,Brand,Process Power,Scale: Purchasing Clout,Brand: Trust Halo,Process Power: Proprietary Routines
SPS Commerce Inc.,SPSC_US,Enterprise Software and ERP,B2B Software,Marketplaces & Platforms,Mission-Critical Products & Services,Network Effects,Switching Costs,Scale,Network Effects: Cross-Side,Switching Costs: Data-Portability Frictions,Scale: Learning-Curve Effects
SS&C Technologies Holdings Inc.,SSNC_US,Financial Services Software-Enabled Services,B2B Software,Mission-Critical Products & Services,Serial Acquirer,Switching Costs,Scale,Process Power,Switching Costs: Data-Portability Frictions,Scale: Purchasing Clout,Process Power: Proprietary Routines
STAAR Surgical Company,STAA_US,Cataract Surgery,Mission-Critical Products & Services,Unique IP & Brands,OEMs w/ Installed Base,Cornered Resource,Switching Costs,Scale,Cornered Resource: Exclusive Ip,Switching Costs: Retraining Time,Scale: Learning-Curve Effects
Standard Motor Products Inc.,SMP_US,Auto Suppliers: Aftermarket Parts,Mission-Critical Products & Services,Low Cost Operators,Serial Acquirer,Scale,Brand,Process Power,Scale: Purchasing Clout,Brand: Trust Halo,Process Power: Proprietary Routines
StandardAero Inc.,NYSE:SARO,MRO Services,Mission-Critical Products & Services,OEMs w/ Installed Base,Low Cost Operators,Switching Costs,Scale,Cornered Resource,Switching Costs: Contractual Lock-In,Scale: Purchasing Clout,Cornered Resource: Exclusive Ip
"Stanley Black & Decker, Inc.",SWK_US,Diversified Outdoor Equipment & Gear,Unique IP & Brands,Serial Acquirer,Mission-Critical Products & Services,Brand,Scale,Process Power,Brand: Trust Halo,Scale: Purchasing Clout,Process Power: Proprietary Routines
Stantec Inc,STN_CA,Construction and Engineering: Engineering Design,Mission-Critical Products & Services,Serial Acquirer,B2B Software,Scale,Switching Costs,Process Power,Scale: Purchasing Clout,Switching Costs: Retraining Time,Process Power: Proprietary Routines
Starbucks Corporation,SBUX_US,QSR,Unique IP & Brands,Franchisors,Vertically Integrated Retailer,Brand,Scale,Process Power,Brand: Emotional Resonance,Scale: Purchasing Clout,Process Power: Proprietary Routines
Starz Entertainment Corp.,LGF/A_US,Premium Cable,Unique IP & Brands,,,Brand,Cornered Resource,Scale,Brand: Emotional Resonance,Cornered Resource: Exclusive Ip,Scale: Purchasing Clout
Stellantis N.V.,STLA_IT,Auto OEM,OEMs w/ Installed Base,Low Cost Operators,Serial Acquirer,Scale,Brand,Process Power,Scale: Purchasing Clout,Brand: Trust Halo,Process Power: Proprietary Routines
STEP Energy Services,STEP_CA,Well Services,Mission-Critical Products & Services,Low Cost Operators,Physical Infra & Networks,Scale,Process Power,Cornered Resource,Scale: Area/Volume Relationships,Process Power: Proprietary Routines,Cornered Resource: Scarce Natural Asset
Stepan Company,SCL_US,Surfactants,Mission-Critical Products & Services,Low Cost Operators,Serial Acquirer,Scale,Process Power,Switching Costs,Scale: Purchasing Clout,Process Power: Proprietary Routines,Switching Costs: Retraining Time
STERIS plc,STE_US,Sterilization Equipment,Mission-Critical Products & Services,OEMs w/ Installed Base,Serial Acquirer,Switching Costs,Scale,Brand,Switching Costs: Retraining Time,Scale: Purchasing Clout,Brand: Trust Halo
Sterling Infrastructure Inc.,STRL_US,Construction and Engineering: Road Construction,Low Cost Operators,Mission-Critical Products & Services,Physical Infra & Networks,Scale,Process Power,Cornered Resource,Scale: Purchasing Clout,Process Power: Proprietary Routines,Cornered Resource: Scarce Natural Asset
STMicroelectronics N.V.,STM_US,Semiconductors: IDM,Mission-Critical Products & Services,OEMs w/ Installed Base,Unique IP & Brands,Scale,Cornered Resource,Process Power,Scale: Area/Volume Relationships,Cornered Resource: Exclusive Ip,Process Power: Proprietary Routines
Stoneridge Inc.,SRI_US,Auto Suppliers: Electronics,OEMs w/ Installed Base,Mission-Critical Products & Services,Low Cost Operators,Switching Costs,Scale,Process Power,Switching Costs: Contractual Lock-In,Scale: Purchasing Clout,Process Power: Proprietary Routines
Straumann Holding AG,STMN_CH,Dental Implants,Mission-Critical Products & Services,Unique IP & Brands,OEMs w/ Installed Base,Brand,Switching Costs,Scale,Brand: Trust Halo,Switching Costs: Retraining Time,Scale: Learning-Curve Effects
Stryker Corporation,SYK_US,Orthopedic Implants,Mission-Critical Products & Services,Serial Acquirer,Unique IP & Brands,Switching Costs,Scale,Brand,Switching Costs: Retraining Time,Scale: Purchasing Clout,Brand: Trust Halo
Sturm Ruger & Company Inc.,RGR_US,Firearms,Unique IP & Brands,Mission-Critical Products & Services,Low Cost Operators,Brand,Cornered Resource,Scale,Brand: Trust Halo,Cornered Resource: Exclusive Ip,Scale: Purchasing Clout
Subaru Corp.,7270_JP,Auto OEM,Unique IP & Brands,OEMs w/ Installed Base,Low Cost Operators,Brand,Process Power,Scale,Brand: Emotional Resonance,Process Power: Proprietary Routines,Scale: Purchasing Clout
Südzucker AG,SZU_DE,Sugar Products,Low Cost Operators,Vertically Integrated Retailer,Serial Acquirer,Scale,Cornered Resource,Process Power,Scale: Purchasing Clout,Cornered Resource: Scarce Natural Asset,Process Power: Proprietary Routines
Sumitomo Rubber Industries,5110_JP,Tire Manufacturing,OEMs w/ Installed Base,Low Cost Operators,Unique IP & Brands,Scale,Process Power,Brand,Scale: Purchasing Clout,Process Power: Proprietary Routines,Brand: Trust Halo
Summit Hotel Properties Inc.,INN_US,Hotel REIT,Physical Infra & Networks,Serial Acquirer,Low Cost Operators,Cornered Resource,Scale,Process Power,Cornered Resource: Scarce Natural Asset,Scale: Purchasing Clout,Process Power: Proprietary Routines
Sun Country Airlines Holdings Inc.,SNCY_US,Regional Carrier,Low Cost Operators,Physical Infra & Networks,,Scale,Cornered Resource,Counter-Positioning,Scale: Area/Volume Relationships,Cornered Resource: Scarce Natural Asset,Counter-Positioning: Entrant Model Incumbents Can't Mimic Without Self-Harm
Sunnova Energy International Inc.,NYSE:NOVA,Residential Solar,Mission-Critical Products & Services,Low Cost Operators,Physical Infra & Networks,Scale,Switching Costs,Process Power,Scale: Purchasing Clout,Switching Costs: Contractual Lock-In,Process Power: Proprietary Routines
SunOpta Inc.,SOY_CA,Natural Foods,Low Cost Operators,B2B Middlemen,Serial Acquirer,Scale,Process Power,Brand,Scale: Purchasing Clout,Process Power: Proprietary Routines,Brand: Trust Halo
Sunrun Inc.,NASDAQGS:RUN,Residential Solar,Physical Infra & Networks,Mission-Critical Products & Services,Vertically Integrated Retailer,Scale,Switching Costs,Process Power,Scale: Purchasing Clout,Switching Costs: Contractual Lock-In,Process Power: Proprietary Routines
Sunstone Hotel Investors Inc.,SHO_US,Hotel REIT,Physical Infra & Networks,Serial Acquirer,Low Cost Operators,Cornered Resource,Scale,Process Power,Cornered Resource: Scarce Natural Asset,Scale: Purchasing Clout,Process Power: Proprietary Routines
Super Group,SGHC_US,Online Gaming,Marketplaces & Platforms,Serial Acquirer,Unique IP & Brands,Network Effects,Scale,Brand,Network Effects: Cross-Side,Scale: Purchasing Clout,Brand: Trust Halo
Super Micro Computer Inc.,SMCI_US,AI Servers,Mission-Critical Products & Services,OEMs w/ Installed Base,Low Cost Operators,Scale,Cornered Resource,Process Power,Scale: Purchasing Clout,Cornered Resource: Superstar Talent,Process Power: Proprietary Routines
Surgery Partners Inc.,SGRY_US,Ambulatory Surgery,Mission-Critical Products & Services,Serial Acquirer,Low Cost Operators,Scale,Cornered Resource,Process Power,Scale: Purchasing Clout,Cornered Resource: Scarce Natural Asset,Process Power: Proprietary Routines
SUSS MicroTec,SMHN_DE,"Semiconductor Packaging, Lithography, Deposition",Mission-Critical Products & Services,OEMs w/ Installed Base,Unique IP & Brands,Scale,Switching Costs,Process Power,Scale: Learning-Curve Effects,Switching Costs: Retraining Time,Process Power: Proprietary Routines
Suzuki,7269_JP,Auto OEM,Low Cost Operators,OEMs w/ Installed Base,Unique IP & Brands,Scale,Process Power,Brand,Scale: Purchasing Clout,Process Power: Proprietary Routines,Brand: Trust Halo
Sweetgreen Inc.,SG_US,Fast Casual Dining,Vertically Integrated Retailer,Low Cost Operators,Unique IP & Brands,Brand,Scale,Process Power,Brand: Emotional Resonance,Scale: Purchasing Clout,Process Power: Proprietary Routines
Swisscom,SCMN_CH,International Carrier,Physical Infra & Networks,Mission-Critical Products & Services,B2B Software,Scale,Switching Costs,Cornered Resource,Scale: Area/Volume Relationships,Switching Costs: Contractual Lock-In,Cornered Resource: Scarce Natural Asset
Symrise AG,SY1_DE,Flavors & Fragrances,Mission-Critical Products & Services,Unique IP & Brands,Serial Acquirer,Cornered Resource,Scale,Process Power,Cornered Resource: Exclusive Ip,Scale: Purchasing Clout,Process Power: Proprietary Routines
Synaptics Incorporated,SYNA_US,Fabless Design,Unique IP & Brands,OEMs w/ Installed Base,Mission-Critical Products & Services,Cornered Resource,Switching Costs,Scale,Cornered Resource: Exclusive Ip,Switching Costs: Data-Portability Frictions,Scale: Learning-Curve Effects
Synchronoss Technologies Inc.,SNCR_US,Product Development Software & Service Platforms,B2B Software,Mission-Critical Products & Services,,Switching Costs,Scale,Process Power,Switching Costs: Data-Portability Frictions,Scale: Learning-Curve Effects,Process Power: Proprietary Routines
Synopsys Inc.,SNPS_US,Productivity Software & Tools,B2B Software,Mission-Critical Products & Services,Serial Acquirer,Switching Costs,Scale,Cornered Resource,Switching Costs: Retraining Time,Scale: Learning-Curve Effects,Cornered Resource: Exclusive Ip
Sysmex Corporation/ADR,6869_JP,Hematology Analyzers,Mission-Critical Products & Services,OEMs w/ Installed Base,Unique IP & Brands,Switching Costs,Scale,Cornered Resource,Switching Costs: Retraining Time,Scale: Learning-Curve Effects,Cornered Resource: Exclusive Ip
Taboola.com Ltd.,TBLA_US,Content Discovery,Marketplaces & Platforms,B2B Software,,Network Effects,Scale,Process Power,Network Effects: Cross-Side,Scale: Learning-Curve Effects,Process Power: Flywheel Feedback
Tactile Systems Technology Inc.,TCMD_US,Lymphedema,Mission-Critical Products & Services,Unique IP & Brands,OEMs w/ Installed Base,Switching Costs,Cornered Resource,Scale,Switching Costs: Retraining Time,Cornered Resource: Exclusive Ip,Scale: Learning-Curve Effects
Taiga Building Products Ltd.,TBL_CA,Building Products Distribution: Lumber Distribution,B2B Middlemen,Low Cost Operators,Physical Infra & Networks,Scale,Cornered Resource,Process Power,Scale: Purchasing Clout,Cornered Resource: Scarce Natural Asset,Process Power: Proprietary Routines
Taiwan Semiconductor Manufacturing Company Ltd.,TSM_US,Semiconductors: Foundry,Mission-Critical Products & Services,Physical Infra & Networks,Low Cost Operators,Scale,Process Power,Cornered Resource,Scale: Area/Volume Relationships,Process Power: Proprietary Routines,Cornered Resource: Exclusive Ip
Tandem Diabetes Care Inc.,TNDM_US,Insulin Pumps,Mission-Critical Products & Services,OEMs w/ Installed Base,Unique IP & Brands,Switching Costs,Brand,Scale,Switching Costs: Data-Portability Frictions,Brand: Trust Halo,Scale: Learning-Curve Effects
Tapestry Inc.,TPR_US,Accessible Luxury,Unique IP & Brands,Vertically Integrated Retailer,Serial Acquirer,Brand,Scale,Cornered Resource,Brand: Status Signaling,Scale: Purchasing Clout,Cornered Resource: Exclusive Ip
Target Corporation,TGT_US,General Merchandise,Vertically Integrated Retailer,Low Cost Operators,,Scale,Brand,Process Power,Scale: Purchasing Clout,Brand: Trust Halo,Process Power: Proprietary Routines
Tata Consultancy Services,TCS_IN,IT Services,B2B Software,Mission-Critical Products & Services,Low Cost Operators,Scale,Switching Costs,Process Power,Scale: Learning-Curve Effects,Switching Costs: Retraining Time,Process Power: Proprietary Routines
Tata Motors Ltd/Fi,TTMT_IN,Auto OEM,OEMs w/ Installed Base,Low Cost Operators,Unique IP & Brands,Scale,Brand,Process Power,Scale: Purchasing Clout,Brand: Trust Halo,Process Power: Proprietary Routines
Taylor Morrison Home Corporation,TMHC_US,Residential Construction,Vertically Integrated Retailer,Low Cost Operators,,Scale,Cornered Resource,Process Power,Scale: Purchasing Clout,Cornered Resource: Scarce Natural Asset,Process Power: Proprietary Routines
TE Connectivity plc,TEL_US,Electrical Connectors,Mission-Critical Products & Services,OEMs w/ Installed Base,Serial Acquirer,Scale,Switching Costs,Process Power,Scale: Purchasing Clout,Switching Costs: Retraining Time,Process Power: Proprietary Routines
TeamViewer,TMV_DE,Remote Access,B2B Software,Mission-Critical Products & Services,,Switching Costs,Scale,Network Effects,Switching Costs: Retraining Time,Scale: Learning-Curve Effects,Network Effects: Same-Side
Technip Energies N.V.,TE_FR,Engineering Services,Mission-Critical Products & Services,Physical Infra & Networks,B2B Software,Scale,Cornered Resource,Switching Costs,Scale: Learning-Curve Effects,Cornered Resource: Superstar Talent,Switching Costs: Contractual Lock-In
TechnipFMC plc,FTI_US,Offshore Engineering,Mission-Critical Products & Services,OEMs w/ Installed Base,Low Cost Operators,Scale,Switching Costs,Cornered Resource,Scale: Area/Volume Relationships,Switching Costs: Contractual Lock-In,Cornered Resource: Exclusive Ip
TechnologyOne,TNE_AU,Government Software,B2B Software,Mission-Critical Products & Services,,Switching Costs,Scale,Process Power,Switching Costs: Data-Portability Frictions,Scale: Learning-Curve Effects,Process Power: Proprietary Routines
Tecnoglass Inc.,TGLS_US,Building Products Manufacturers: Fenestration,Low Cost Operators,Mission-Critical Products & Services,,Scale,Process Power,Cornered Resource,Scale: Purchasing Clout,Process Power: Proprietary Routines,Cornered Resource: Scarce Natural Asset
"Tecsys, Inc.",TCS_CA,Supply Chain Software,B2B Software,Mission-Critical Products & Services,,Switching Costs,Process Power,Scale,Switching Costs: Data-Portability Frictions,Process Power: Proprietary Routines,Scale: Learning-Curve Effects
TEGNA Inc,TGNA_US,TV Stations,Physical Infra & Networks,Unique IP & Brands,Low Cost Operators,Cornered Resource,Scale,Brand,Cornered Resource: Scarce Natural Asset,Scale: Area/Volume Relationships,Brand: Trust Halo
Teladoc Health Inc.,TDOC_US,Virtual Care,B2B Software,Marketplaces & Platforms,Mission-Critical Products & Services,Scale,Network Effects,Switching Costs,Scale: Area/Volume Relationships,Network Effects: Cross-Side,Switching Costs: Data-Portability Frictions
Tele2,TEL2/B_SE,Nordic Telecom,Physical Infra & Networks,Low Cost Operators,Serial Acquirer,Scale,Switching Costs,Cornered Resource,Scale: Purchasing Clout,Switching Costs: Contractual Lock-In,Cornered Resource: Scarce Natural Asset
Telecom Italia S.P.A.,TIT_IT,International Carrier,Physical Infra & Networks,Mission-Critical Products & Services,Low Cost Operators,Scale,Switching Costs,Cornered Resource,Scale: Area/Volume Relationships,Switching Costs: Contractual Lock-In,Cornered Resource: Scarce Natural Asset
Teledyne Technologies Incorporated,TDY_US,Electrical Components: Sensors,Mission-Critical Products & Services,Serial Acquirer,Unique IP & Brands,Scale,Cornered Resource,Switching Costs,Scale: Purchasing Clout,Cornered Resource: Exclusive Ip,Switching Costs: Retraining Time
Teleflex Incorporated,TFX_US,Surgical Instruments,Mission-Critical Products & Services,Serial Acquirer,Unique IP & Brands,Switching Costs,Scale,Brand,Switching Costs: Retraining Time,Scale: Purchasing Clout,Brand: Trust Halo
Telefonica SA,TEF_ES,International Carrier,Physical Infra & Networks,Mission-Critical Products & Services,Low Cost Operators,Scale,Switching Costs,Cornered Resource,Scale: Area/Volume Relationships,Switching Costs: Contractual Lock-In,Cornered Resource: Scarce Natural Asset
